iid;id;gender;idg;condtn;wave;round;position;positin1;order;partner;pid;match;int_corr;samerace;age_o;race_o;pf_o_att;pf_o_sin;pf_o_int;pf_o_fun;pf_o_amb;pf_o_sha;dec_o;attr_o;sinc_o;intel_o;fun_o;amb_o;shar_o;like_o;prob_o;met_o;age;field;field_cd;undergra;mn_sat;tuition;race;imprace;imprelig;from;zipcode;income;goal;date;go_out;career;career_c;sports;tvsports;exercise;dining;museums;art;hiking;gaming;clubbing;reading;tv;theater;movies;concerts;music;shopping;yoga;exphappy;expnum;attr1_1;sinc1_1;intel1_1;fun1_1;amb1_1;shar1_1;attr4_1;sinc4_1;intel4_1;fun4_1;amb4_1;shar4_1;attr2_1;sinc2_1;intel2_1;fun2_1;amb2_1;shar2_1;attr3_1;sinc3_1;fun3_1;intel3_1;amb3_1;attr5_1;sinc5_1;intel5_1;fun5_1;amb5_1;dec;attr;sinc;intel;fun;amb;shar;like;prob;met;match_es;attr1_s;sinc1_s;intel1_s;fun1_s;amb1_s;shar1_s;attr3_s;sinc3_s;intel3_s;fun3_s;amb3_s;satis_2;length;numdat_2;attr7_2;sinc7_2;intel7_2;fun7_2;amb7_2;shar7_2;attr1_2;sinc1_2;intel1_2;fun1_2;amb1_2;shar1_2;attr4_2;sinc4_2;intel4_2;fun4_2;amb4_2;shar4_2;attr2_2;sinc2_2;intel2_2;fun2_2;amb2_2;shar2_2;attr3_2;sinc3_2;intel3_2;fun3_2;amb3_2;attr5_2;sinc5_2;intel5_2;fun5_2;amb5_2;you_call;them_cal;date_3;numdat_3;num_in_3;attr1_3;sinc1_3;intel1_3;fun1_3;amb1_3;shar1_3;attr7_3;sinc7_3;intel7_3;fun7_3;amb7_3;shar7_3;attr4_3;sinc4_3;intel4_3;fun4_3;amb4_3;shar4_3;attr2_3;sinc2_3;intel2_3;fun2_3;amb2_3;shar2_3;attr3_3;sinc3_3;intel3_3;fun3_3;amb3_3;attr5_3;sinc5_3;intel5_3;fun5_3;amb5_3 
348;8;0;15;2;14;18;16;16;9.5;9.5;369.5;0.055555556;0;0.222222222;27.5;2.777777778;28.66666667;12.83333333;15.27777778;16.83333333;6.833333333;8.444444444;0.055555556;4.444444444;7.055555556;6.777777778;6.222222222;5.944444444;4.833333333;5.111111111;5.722222222;1.888888889;21;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
349;9;0;17;2;14;18;7;7;9.5;9.5;369.5;0.444444444;0;0.611111111;27.5;2.777777778;28.66666667;12.83333333;15.27777778;16.83333333;6.833333333;8.444444444;0.666666667;7.722222222;7.666666667;7.111111111;7.277777778;6.944444444;5.722222222;6.611111111;5.555555556;1.611111111;33;0;3;0;0;0;2;1;7;0;0;0;1;4;2;0;7;2;3;10;8;7;8;7;1;6;7;4;8;8;8;9;6;7;6;0;25;20;10;20;20;5;15;20;20;10;25;10;50;5;20;30;5;0;7;8;8;9;7;8;7;8;9;9;0.555555556;5.388888889;6.777777778;6.777777778;5.833333333;6.277777778;3.222222222;6.388888889;6.888888889;0;5;0;0;0;0;0;0;0;0;0;0;0;4;3;2;0;0;0;0;0;0;27;15;15;23;10;10;15;15;15;15;20;20;30;15;15;25;5;10;8;9;9;8;7;8;4;5;7;4;0;3;1;1;0;25;15;10;20;20;10;30;20;5;20;5;20;15;15;10;20;20;20;35;15;10;20;5;15;8;8;9;8;7;9;5;6;8;7
350;10;0;19;2;14;18;3;3;9.5;9.5;369.5;0.166666667;0;0.611111111;27.5;2.777777778;28.66666667;12.83333333;15.27777778;16.83333333;6.833333333;8.444444444;0.722222222;7.666666667;7.777777778;7.611111111;7.277777778;7.111111111;6.388888889;6.722222222;6;2;31;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
351;11;0;21;2;14;18;11;11;9.5;9.5;369.5;0.277777778;0;0.222222222;27.5;2.777777778;28.66666667;12.83333333;15.27777778;16.83333333;6.833333333;8.444444444;0.333333333;6.5;7;6.666666667;5.222222222;5.777777778;4.666666667;5.555555556;5;1.888888889;35;0;9;0;0;0;4;1;3;0;0;0;2;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
352;12;0;23;2;14;18;12;12;9.5;9.5;369.5;0.166666667;0;0.055555556;27.5;2.777777778;28.66666667;12.83333333;15.27777778;16.83333333;6.833333333;8.444444444;0.222222222;5.888888889;7.944444444;7;5.277777778;5.5;4.611111111;5.277777778;5.666666667;1.888888889;29;0;9;0;0;0;6;6;6;0;0;0;2;4;3;0;6;8;5;10;10;10;10;8;4;5;5;8;9;9;10;10;7;7;9;0;20;20;20;10;10;20;20;20;20;10;15;15;20;20;15;10;15;20;9;10;9;9;8;9;9;9;8;9;0.722222222;7.388888889;7.222222222;7.5;7.222222222;6.555555556;7.555555556;7.666666667;6.388888889;0;5;0;0;0;0;0;0;0;0;0;0;0;8;1;1;0;0;0;0;0;0;20;20;10;15;10;15;20;15;20;15;15;15;20;20;15;15;15;15;6;10;7;8;7;6;9;7;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
353;13;0;25;2;14;18;13;13;9.5;9.5;369.5;0.055555556;0;0.222222222;27.5;2.777777778;28.66666667;12.83333333;15.27777778;16.83333333;6.833333333;8.444444444;0.055555556;4.388888889;6.944444444;6;4.277777778;4.722222222;3.166666667;3.944444444;4.555555556;1.777777778;25;0;9;0;0;0;4;7;7;0;0;0;1;2;1;0;2;3;4;5;8;9;9;8;8;5;6;4;9;9;8;9;8;5;5;0;15;10;25;25;10;15;15;10;25;25;10;15;18;18;19;19;18;18;6;6;6;6;6;8;8;8;8;8;0.666666667;5.222222222;5.888888889;6.333333333;5.333333333;5.5;1.333333333;5.388888889;4.222222222;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
354;14;0;27;2;14;18;19;19;9.5;9.5;369.5;0.444444444;0;0.611111111;27.5;2.777777778;28.66666667;12.83333333;15.27777778;16.83333333;6.833333333;8.444444444;0.5;6.833333333;7.166666667;7;7.833333333;7.166666667;7.333333333;6.444444444;6.555555556;1.777777778;22;0;3;0;0;0;2;9;8;0;0;0;1;6;1;0;3;10;10;10;10;8;8;1;1;1;8;10;10;10;10;10;10;6;7;0;20;10;20;20;20;10;25;5;20;15;17;18;40;5;10;25;15;15;7;7;10;8;8;7;8;8;10;8;0.666666667;5.166666667;8.777777778;7.611111111;7.111111111;6.388888889;6.444444444;6.333333333;6.277777778;0;12;0;0;0;0;0;0;0;0;0;0;0;7;1;3;0;0;0;0;0;0;15;15;15;20;15;20;20;15;15;15;15;20;25;15;10;20;15;15;7;8;8;10;9;6;8;9;10;9;1;4;0;0;0;15;15;15;20;15;20;10;10;20;20;20;20;20;15;15;15;20;15;25;10;15;20;10;20;7;8;9;10;9;6;8;8;10;8
355;15;0;29;2;14;18;20;20;9.5;9.5;369.5;0.055555556;0;0.611111111;27.5;2.777777778;28.66666667;12.83333333;15.27777778;16.83333333;6.833333333;8.444444444;0.611111111;6.833333333;7;6.388888889;6.666666667;6.333333333;5.666666667;6.333333333;6.055555556;1.555555556;24;0;3;0;0;0;2;10;2;0;0;0;1;4;3;0;3;9;1;7;8;7;7;7;1;9;9;2;9;9;9;9;9;2;7;0;50;20;10;5;10;5;50;20;10;5;10;5;60;10;5;20;5;0;6;10;8;8;8;6;6;7;8;8;0.166666667;5.666666667;6.166666667;6.333333333;6.333333333;6.166666667;5.888888889;4.722222222;3.944444444;0;2;0;0;0;0;0;0;0;0;0;0;0;6;1;3;0;0;0;0;0;0;50;10;20;10;10;0;50;10;20;10;10;0;60;5;5;20;10;0;6;7;7;8;9;6;6;7;7;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
356;16;0;31;2;14;18;4;4;9.5;9.5;369.5;0.055555556;0;0.611111111;27.5;2.777777778;28.66666667;12.83333333;15.27777778;16.83333333;6.833333333;8.444444444;0.222222222;3.444444444;3.833333333;3.944444444;2.777777778;3.444444444;3;3.444444444;3.055555556;1;27;0;3;0;0;0;2;2;4;0;0;0;1;7;2;0;3;10;9;8;10;8;5;7;1;5;8;9;8;9;7;10;5;6;4;0;15;25;20;20;0;20;30;10;15;15;30;0;50;0;20;25;0;5;7;10;8;9;6;7;10;9;7;9;0.055555556;2.722222222;3.5;3.444444444;2.888888889;2.222222222;2.833333333;3;2.666666667;0;1;0;0;0;0;0;0;0;0;0;0;0;6;1;3;0;0;0;0;0;0;20;25;20;10;5;20;40;0;20;10;30;0;60;0;15;15;0;10;7;10;9;8;7;6;8;9;8;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
357;17;0;33;2;14;18;6;6;9.5;9.5;369.5;0.166666667;0;0.222222222;27.5;2.777777778;28.66666667;12.83333333;15.27777778;16.83333333;6.833333333;8.444444444;0.611111111;7.166666667;7.5;7.5;6.555555556;6.5;5.388888889;6.722222222;6.5;1.888888889;27;0;9;0;0;0;4;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
358;18;0;35;2;14;18;18;18;9.5;9.5;369.5;0.111111111;0;0.222222222;27.5;2.777777778;28.66666667;12.83333333;15.27777778;16.83333333;6.833333333;8.444444444;0.555555556;7;7.166666667;7.944444444;6.222222222;8.055555556;5.944444444;6.388888889;5.722222222;1.777777778;26;0;8;0;0;0;4;1;1;0;0;0;1;5;3;0;7;6;2;7;10;4;5;2;4;9;9;6;5;8;4;5;7;3;5;0;20;10;25;25;10;10;30;5;25;10;25;5;40;5;10;10;5;30;8;7;8;8;7;8;7;8;8;7;0.166666667;6.722222222;7.111111111;7.166666667;6.833333333;6.944444444;6.333333333;6.666666667;6.5;0.111111111;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
359;19;0;37;2;14;18;15;15;9.5;9.5;369.5;0.166666667;0;0.611111111;27.5;2.777777778;28.66666667;12.83333333;15.27777778;16.83333333;6.833333333;8.444444444;0.277777778;5;6.055555556;6.111111111;4.722222222;5.888888889;4.111111111;4.277777778;4.277777778;1.666666667;26;0;6;0;0;0;2;1;5;0;0;0;2;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
360;20;0;38;2;14;18;1;1;9.5;9.5;369.5;0.222222222;0;0.055555556;27.5;2.777777778;28.66666667;12.83333333;15.27777778;16.83333333;6.833333333;8.444444444;0.222222222;5.388888889;7;6.333333333;4.944444444;5.444444444;4.666666667;5.277777778;4.833333333;1.555555556;24;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
361;1;1;2;2;14;20;10.5;10.5;10.5;10.5;350.5;0.05;0;0.4;25.7;2.95;18.55;17.35;18.5;15.3;14.2;11.1;0.2;3.75;5.95;6.2;4.3;5.4;3.35;4.2;4.65;1.7;34;0;1;0;0;0;2;5;5;0;0;0;2;6;6;0;1;3;1;3;5;9;10;3;3;4;10;6;8;9;7;7;3;2;5;0;30;20;30;5;5;10;30;20;10;10;0;10;30;10;20;5;30;5;7;7;5;7;9;7;7;7;3;3;0.1;6.55;8.15;7.05;6.35;6.7;5.2;5.35;3.85;0;4;0;0;0;0;0;0;0;0;0;0;0;7;3;3;0;0;0;0;0;0;20;10;30;10;10;20;30;20;20;10;10;20;30;20;10;10;10;20;8;8;9;6;8;7;8;9;6;8;1;1;0;0;0;20;10;30;15;15;10;20;10;30;15;15;10;20;10;20;20;10;20;20;10;20;20;10;20;5;7;8;8;8;5;7;8;8;8
362;2;1;4;2;14;20;10.5;10.5;10.5;10.5;350.5;0.25;0;0.4;25.7;2.95;18.55;17.35;18.5;15.3;14.2;11.1;0.45;5.25;6.6;7.3;6.15;6.4;5.05;5.45;5.1;1.8;30;0;1;0;0;0;2;1;1;0;0;0;1;4;3;0;1;8;2;1;9;6;6;6;4;7;6;4;6;6;6;6;7;2;9;0;0;0;0;0;0;0;25;25;20;10;10;10;33;17;16;33;0;1;7;7;9;8;8;7;7;8;10;8;0.55;6.3;6.95;6.9;6.45;6.45;6.5;6.5;5.4;0;7;0;0;0;0;0;0;0;0;0;0;0;8;3;2;0;0;0;0;0;0;20;15;21;21;13;13;25;17;17;17;12;12;0;0;0;0;0;0;8;8;9;10;9;8;8;9;10;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
363;3;1;6;2;14;20;10.5;10.5;10.5;10.5;350.5;0.1;0;0.3;25.7;2.95;18.55;17.35;18.5;15.3;14.2;11.1;0.25;4.85;7.25;6.85;5.55;6.3;3.45;5;4.55;1.9;23;0;5;0;0;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
364;4;1;8;2;14;20;10.5;10.5;10.5;10.5;350.5;0.3;0;0.1;25.7;2.95;18.55;17.35;18.5;15.3;14.2;11.1;0.45;6.4;7.85;7.35;7.4;6.55;6.1;6.4;5.75;1.9;27;0;8;0;0;0;3;6;2;0;0;0;3;4;2;0;7;9;7;9;9;4;3;3;5;1;9;5;4;7;5;6;8;1;6;0;25;25;25;15;10;0;20;10;20;10;20;20;25;10;25;20;15;5;8;8;8;9;9;8;8;9;9;10;0.65;7.15;8.25;8.4;7.6;8.5;7;7.05;5.7;0;5;0;0;0;0;0;0;0;0;0;0;0;6;1;2;0;0;0;0;0;0;25;25;15;25;5;5;20;10;25;15;15;15;20;20;20;20;10;10;8;9;10;9;9;8;8;9;8;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
365;5;1;10;2;14;20;10.5;10.5;10.5;10.5;350.5;0.05;0;0.4;25.7;2.95;18.55;17.35;18.5;15.3;14.2;11.1;0.5;6.3;6.3;6.5;6.25;6;4.45;5.95;4.65;1.75;30;0;8;0;0;0;2;1;1;0;0;0;1;2;1;0;10;7;3;3;9;9;10;8;4;8;8;1;5;7;9;10;5;5;8;0;0;0;0;0;0;0;30;10;10;20;15;15;20;20;20;15;15;10;8;2;9;9;9;8;7;7;8;7;0.4;4.95;6.25;6.45;5.9;5.75;4.9;5.75;5;0.05;5;0;0;0;0;0;0;0;0;0;0;0;5;1;2;0;0;0;0;0;0;30;10;15;15;10;20;50;10;10;10;10;10;25;20;15;15;10;15;8;4;6;6;6;8;2;8;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
366;6;1;12;2;14;20;10.5;10.5;10.5;10.5;350.5;0.5;0;0.4;25.7;2.95;18.55;17.35;18.5;15.3;14.2;11.1;0.9;7.15;7.85;8;7.05;6.05;6.6;7.3;5.85;1.65;27;0;8;0;0;0;2;4;6;0;0;0;1;4;1;0;6;6;6;4;8;9;9;7;6;8;9;4;6;7;10;10;8;6;5;0;14;18;17;16;15;20;20;15;15;20;10;20;13;20;14;20;13;20;6;8;9;8;10;5;8;8;10;10;0.55;6.6;7;7;6.75;6.4;6.2;6.85;6.1;0.05;5;0;0;0;0;0;0;0;0;0;0;0;8;1;2;0;0;0;0;0;0;14;18;17;16;15;20;20;15;15;20;10;20;13;20;14;20;13;20;7;8;8;9;10;6;8;8;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
367;7;1;14;2;14;20;10.5;10.5;10.5;10.5;350.5;0.2;0;0.4;25.7;2.95;18.55;17.35;18.5;15.3;14.2;11.1;0.6;5.9;7.25;6.85;6.3;6;6.1;6.35;5.35;1.8;27;0;13;0;0;0;2;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
368;8;1;16;2;14;20;10.5;10.5;10.5;10.5;350.5;0.3;0;0.1;25.7;2.95;18.55;17.35;18.5;15.3;14.2;11.1;0.55;5.4;6.7;6.35;6.4;5.25;5.3;5.9;5.4;1.6;24;0;13;0;0;0;6;1;1;0;0;0;1;4;2;0;6;4;6;4;8;9;7;3;8;9;9;9;7;9;8;9;8;4;4;0;20;10;25;20;10;15;15;15;20;15;15;20;20;20;20;15;15;10;6;8;8;8;7;6;7;8;7;8;0.55;5.8;6.25;6.25;6.1;5.75;5.55;4.1;4.65;0;3;0;0;0;0;0;0;0;0;0;0;0;6;3;3;0;0;0;0;0;0;30;10;20;20;0;20;30;0;10;30;10;20;25;0;0;0;0;25;6;7;7;7;6;6;6;7;7;6;0;0;0;0;0;20;10;20;10;20;20;30;10;10;20;0;20;30;10;20;20;10;10;20;20;20;20;10;10;6;6;8;7;5;6;5;7;7;6
369;9;1;18;2;14;20;10.5;10.5;10.5;10.5;350.5;0.4;0;0.4;25.7;2.95;18.55;17.35;18.5;15.3;14.2;11.1;0.5;4.8;5.25;4.9;6;4.55;3.4;4.75;4.4;1.35;25;0;3;0;0;0;2;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
370;10;1;20;2;14;20;10.5;10.5;10.5;10.5;350.5;0.05;0;0.4;25.7;2.95;18.55;17.35;18.5;15.3;14.2;11.1;0.7;6.75;6.65;6.55;6.5;6.45;5.2;6.25;4.55;1.6;28;0;8;0;0;0;2;7;4;0;0;0;3;4;1;0;7;7;8;7;7;6;6;3;1;6;7;2;2;2;5;9;4;1;7;0;50;10;10;10;10;10;50;10;10;10;10;10;30;10;20;10;20;10;8;6;9;9;9;8;6;9;9;9;0.15;4.95;6.75;6.35;5.05;5.8;3.85;4.3;3.8;0;2;0;0;0;0;0;0;0;0;0;0;0;6;3;2;0;0;0;0;0;0;50;5;15;10;15;5;40;10;10;5;15;10;40;10;10;10;20;10;8;7;8;9;10;8;7;8;9;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
371;11;1;22;2;14;20;10.5;10.5;10.5;10.5;350.5;0.2;0;0.4;25.7;2.95;18.55;17.35;18.5;15.3;14.2;11.1;0.5;7.3;7.3;6.9;6.25;6.3;5.2;6.55;4.8;1.9;27;0;8;0;0;0;2;3;1;0;0;0;5;7;1;0;9;10;7;7;3;3;3;3;3;3;4;5;3;6;10;10;1;7;6;0;40;0;10;50;0;0;30;10;20;20;20;0;15;15;15;15;20;20;10;8;10;10;10;10;10;10;10;10;0.35;5.4;7.4;6.75;4.3;5.6;4.7;5.2;8.85;0;7;0;0;0;0;0;0;0;0;0;0;0;3;3;2;0;0;0;0;0;0;50;2;2;40;2;4;50;2;2;40;2;2;40;10;4;2;40;4;10;10;10;10;10;10;10;7;10;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
372;12;1;24;2;14;20;10.5;10.5;10.5;10.5;350.5;0.15;0;0.4;25.7;2.95;18.55;17.35;18.5;15.3;14.2;11.1;0.5;5.65;5.9;6.3;5.85;5.05;3.95;5.2;3.9;1.55;27;0;8;0;0;0;2;9;7;0;0;0;2;5;2;0;10;9;10;8;9;9;9;7;4;2;9;6;8;6;7;7;4;2;5;0;30;15;15;20;5;15;40;15;10;20;0;15;30;10;15;10;20;15;7;8;8;9;8;7;8;8;8;7;0.3;6.05;6.8;6.25;4.95;5;3.45;5.2;3.75;0.05;3;0;0;0;0;0;0;0;0;0;0;0;5;1;2;0;0;0;0;0;0;40;15;15;15;5;10;45;15;5;15;5;15;40;10;10;10;20;10;7;8;9;9;8;7;7;8;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
373;13;1;26;2;14;20;10.5;10.5;10.5;10.5;350.5;0.2;0;0.1;25.7;2.95;18.55;17.35;18.5;15.3;14.2;11.1;0.65;7.25;6.9;6.45;6.05;6.5;4.6;6.05;5.55;1.7;29;0;8;0;0;0;3;3;1;0;0;0;2;5;2;0;7;7;5;8;8;7;6;3;5;9;8;2;3;4;5;9;8;2;9;0;75;5;5;10;0;5;85;0;5;5;0;5;80;5;5;5;5;0;9;8;9;9;9;9;7;8;10;8;0.3;6.35;6.75;7.4;6.9;6.55;5.5;6.3;6.2;0.05;3;0;0;0;0;0;0;0;0;0;0;0;7;1;2;0;0;0;0;0;0;85;1;1;10;1;1;85;1;1;10;1;1;75;2;7;10;3;3;8;8;9;8;9;8;8;6;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
374;14;1;28;2;14;20;10.5;10.5;10.5;10.5;350.5;0.05;0;0.3;25.7;2.95;18.55;17.35;18.5;15.3;14.2;11.1;0.3;4.8;6.35;6.3;4.8;5.35;3.35;5.05;4.6;1.7;30;0;8;0;0;0;4;6;6;0;0;0;2;4;2;0;7;10;10;8;7;8;8;5;5;6;5;6;9;10;9;8;4;4;7;0;50;10;10;10;5;15;35;20;20;10;5;10;60;10;10;10;5;5;6;7;6;7;7;7;7;6;6;6;0.2;6.15;5.55;5.5;4.9;5;5.2;5.9;5.65;0;2;0;0;0;0;0;0;0;0;0;0;0;6;1;2;0;0;0;0;0;0;60;10;5;10;10;5;60;10;10;5;10;5;50;10;10;10;10;10;7;7;7;6;6;7;7;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
